PD325901,BEZ-235,A2058,56.5529882885,4
PD325901,DASATINIB,A2058,34.4118328637,1
PD325901,MK-8669,A2058,50.5997288547,2
PD325901,SORAFENIB,A2058,32.7549342489,2
SUNITINIB,DASATINIB,A2058,41.5825128512,3
SUNITINIB,LAPATINIB,A2058,32.9188822173,0
SUNITINIB,MK-2206,A2058,42.28215967915,4
SUNITINIB,MK-8669,A2058,39.694651966,1
TEMOZOLOMIDE,ABT-888,A2058,41.188121854,0
TEMOZOLOMIDE,AZD1775,A2058,38.7970173503,4
TEMOZOLOMIDE,DASATINIB,A2058,35.831338588200005,1
TEMOZOLOMIDE,GELDANAMYCIN,A2058,42.111850352800005,3
TEMOZOLOMIDE,MK-4827,A2058,42.2415847089,1
TEMOZOLOMIDE,MK-8776,A2058,128.3217060895,0
TEMOZOLOMIDE,PD325901,A2058,37.1078227654,0
TOPOTECAN,MK-8776,A2058,41.5638481911,1
VINBLASTINE,DASATINIB,A2058,41.6650810957,4
VINBLASTINE,ERLOTINIB,A2058,85.5793936509,0
VINBLASTINE,L778123,A2058,82.5166518427,0
VINBLASTINE,MK-8669,A2058,50.4857898195,2
ZOLINZA,DASATINIB,A2058,48.6043316224,0
ZOLINZA,MK-8776,A2058,42.0359764302,2
5-FU,ABT-888,A2058,7.6935301658,1
5-FU,AZD1775,A2058,13.0526874408,3
5-FU,BEZ-235,A2058,13.6791116022,2
5-FU,DINACICLIB,A2058,4.3316952071,1
5-FU,ERLOTINIB,A2058,9.6942857549,1
5-FU,GELDANAMYCIN,A2058,7.3767092383,1
5-FU,L778123,A2058,9.7282647976,4
5-FU,LAPATINIB,A2058,9.1921381489,2
5-FU,MK-2206,A2058,15.9003975952,1
5-FU,MK-4827,A2058,6.7380597244,3
5-FU,MK-5108,A2058,1.8048954561,3
5-FU,MK-8776,A2058,23.5227129994,4
5-FU,PD325901,A2058,2.2648345474,0
5-FU,SORAFENIB,A2058,1.4874561767,0
5-FU,SUNITINIB,A2058,9.6216201263,4
5-FU,TEMOZOLOMIDE,A2058,2.774368984,1
ABT-888,BEZ-235,A2058,24.0709714753,4
ABT-888,DINACICLIB,A2058,11.1487216398,4
ABT-888,GELDANAMYCIN,A2058,22.669720815300003,3
ABT-888,MK-8669,A2058,24.7600060155,1
ABT-888,MK-8776,A2058,15.4587203955,2
ABT-888,OXALIPLATIN,A2058,4.9360377328,3
AZD1775,ABT-888,A2058,10.2488077977,0
AZD1775,BEZ-235,A2058,10.17818370015,2
AZD1775,BORTEZOMIB,A2058,0.2380155480999999,0
AZD1775,ERLOTINIB,A2058,6.9779629489,3
AZD1775,GELDANAMYCIN,A2058,8.1440436825,2
AZD1775,LAPATINIB,A2058,7.2283537341,3
AZD1775,MK-2206,A2058,18.8447263032,1
AZD1775,PD325901,A2058,9.7129387617,3
AZD1775,SN-38,A2058,3.0746171886,2
AZD1775,TOPOTECAN,A2058,5.7150175915,3
BEZ-235,DINACICLIB,A2058,12.82913573,4
BEZ-235,OXALIPLATIN,A2058,21.650410858,0
BEZ-235,SN-38,A2058,1.9333510289,0
BEZ-235,SORAFENIB,A2058,5.7140047803,3
BORTEZOMIB,ABT-888,A2058,7.2379476899,0
BORTEZOMIB,BEZ-235,A2058,6.8176625764,4
BORTEZOMIB,DASATINIB,A2058,21.6596544046,1
BORTEZOMIB,MK-8776,A2058,16.4094980088,2
BORTEZOMIB,OXALIPLATIN,A2058,1.295470719,3
BORTEZOMIB,SN-38,A2058,28.0928624372,3
BORTEZOMIB,SORAFENIB,A2058,5.6802129162,1
CARBOPLATIN,ABT-888,A2058,2.7198664064,4
CARBOPLATIN,AZD1775,A2058,2.0968501681,2
CARBOPLATIN,GELDANAMYCIN,A2058,9.354111594,1
CARBOPLATIN,L778123,A2058,0.3311250385,4
CARBOPLATIN,MK-2206,A2058,1.3534486061000002,4
CARBOPLATIN,MK-4827,A2058,7.7318563899,2
CARBOPLATIN,MK-8669,A2058,15.2037346962,4
CYCLOPHOSPHAMIDE,ABT-888,A2058,12.7249674359,1
CYCLOPHOSPHAMIDE,AZD1775,A2058,4.8374594684,4
CYCLOPHOSPHAMIDE,BEZ-235,A2058,12.7461879998,0
CYCLOPHOSPHAMIDE,BORTEZOMIB,A2058,4.609111485,2
CYCLOPHOSPHAMIDE,DASATINIB,A2058,10.3791196623,1
CYCLOPHOSPHAMIDE,DINACICLIB,A2058,12.4027520316,0
CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2058,2.4735481235,1
CYCLOPHOSPHAMIDE,L778123,A2058,3.8652029459,2
CYCLOPHOSPHAMIDE,MK-2206,A2058,10.1727056614,0
CYCLOPHOSPHAMIDE,MK-4827,A2058,8.5102584655,2
CYCLOPHOSPHAMIDE,MK-5108,A2058,5.6665922146000005,0
CYCLOPHOSPHAMIDE,MK-8669,A2058,20.1973205406,3
CYCLOPHOSPHAMIDE,MK-8776,A2058,6.2135497933,4
CYCLOPHOSPHAMIDE,SORAFENIB,A2058,7.6373593747,0
CYCLOPHOSPHAMIDE,SUNITINIB,A2058,9.1710376846,2
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A2058,18.0784282325,3
CYCLOPHOSPHAMIDE,ZOLINZA,A2058,5.5494548264,1
DASATINIB,ABT-888,A2058,15.352585121,2
DASATINIB,OXALIPLATIN,A2058,25.6728947281,2
DASATINIB,TOPOTECAN,A2058,6.4764816551,2
DEXAMETHASONE,BEZ-235,A2058,13.5941902785,2
DEXAMETHASONE,MK-8669,A2058,10.7013116867,1
DEXAMETHASONE,PD325901,A2058,3.5088316503,2
DEXAMETHASONE,SORAFENIB,A2058,11.6190157067,3
DEXAMETHASONE,SUNITINIB,A2058,9.0265014595,4
DINACICLIB,MK-8776,A2058,6.3752259787,0
DOXORUBICIN,AZD1775,A2058,9.2662883626,1
DOXORUBICIN,BEZ-235,A2058,2.5594016488,2
DOXORUBICIN,DASATINIB,A2058,2.4428538849,3
DOXORUBICIN,ERLOTINIB,A2058,3.0785296833,4
DOXORUBICIN,GELDANAMYCIN,A2058,8.7563453001,0
DOXORUBICIN,L778123,A2058,10.0811285083,1
DOXORUBICIN,LAPATINIB,A2058,6.1319998153,2
DOXORUBICIN,MK-2206,A2058,1.8203104426,4
DOXORUBICIN,MK-8776,A2058,16.6872304752,0
DOXORUBICIN,PD325901,A2058,12.3926036226,1
DOXORUBICIN,ZOLINZA,A2058,4.5642394165,2
ERLOTINIB,ABT-888,A2058,9.6671129656,1
ERLOTINIB,DINACICLIB,A2058,0.8405274970000001,0
ERLOTINIB,GELDANAMYCIN,A2058,19.8583289401,4
ERLOTINIB,MK-8776,A2058,24.1294701352,0
ERLOTINIB,PD325901,A2058,6.4222052802,4
ERLOTINIB,SN-38,A2058,14.2345543965,1
ERLOTINIB,TOPOTECAN,A2058,20.6595466511,1
ETOPOSIDE,ABT-888,A2058,1.9172216639,4
ETOPOSIDE,AZD1775,A2058,15.4450109447,1
ETOPOSIDE,BEZ-235,A2058,2.8340783444,0
ETOPOSIDE,DASATINIB,A2058,11.2051228578,3
ETOPOSIDE,ERLOTINIB,A2058,1.9880474087,3
ETOPOSIDE,MK-2206,A2058,23.8414603018,4
ETOPOSIDE,PD325901,A2058,22.1734878239,1
ETOPOSIDE,TEMOZOLOMIDE,A2058,13.6477252971,3
ETOPOSIDE,ZOLINZA,A2058,3.4522398712,4
GELDANAMYCIN,DINACICLIB,A2058,5.9678757799,4
GELDANAMYCIN,OXALIPLATIN,A2058,16.34039127,0
GELDANAMYCIN,SN-38,A2058,19.0185063841,0
GELDANAMYCIN,SORAFENIB,A2058,8.8068852279,1
GELDANAMYCIN,TOPOTECAN,A2058,22.3865856546,3
GEMCITABINE,AZD1775,A2058,15.95333660155,3
GEMCITABINE,BEZ-235,A2058,13.2309693062,0
GEMCITABINE,DASATINIB,A2058,9.7533108463,4
GEMCITABINE,ERLOTINIB,A2058,4.2865172217000005,1
GEMCITABINE,GELDANAMYCIN,A2058,8.9984178543,2
GEMCITABINE,MK-2206,A2058,19.2467621185,2
GEMCITABINE,MK-5108,A2058,6.5846946018,1
GEMCITABINE,MK-8669,A2058,16.2478514617,4
GEMCITABINE,PD325901,A2058,8.2015114798,0
GEMCITABINE,TEMOZOLOMIDE,A2058,9.5521043881,1
L778123,ABT-888,A2058,6.1419773206,4
L778123,AZD1775,A2058,6.042479323299999,2
L778123,BORTEZOMIB,A2058,6.174430599299999,2
L778123,DINACICLIB,A2058,12.7424839147,2
L778123,ERLOTINIB,A2058,9.9628815352,2
L778123,ETOPOSIDE,A2058,24.9439129015,1
L778123,GELDANAMYCIN,A2058,25.8107970161,4
L778123,GEMCITABINE,A2058,10.3514775815,0
L778123,LAPATINIB,A2058,15.567887115,4
L778123,MK-2206,A2058,27.8589690382,3
L778123,MK-5108,A2058,25.4027630952,0
L778123,OXALIPLATIN,A2058,0.3519313517,0
L778123,PD325901,A2058,9.0945023239,0
L778123,SORAFENIB,A2058,23.1874577737,0
L778123,SUNITINIB,A2058,21.0205887367,4
L778123,VINORELBINE,A2058,24.0346419433,0
L778123,ZOLINZA,A2058,9.3180961428,4
LAPATINIB,ABT-888,A2058,7.0327534722000005,3
LAPATINIB,BORTEZOMIB,A2058,14.5104381684,0
LAPATINIB,DINACICLIB,A2058,12.2502026071,0
LAPATINIB,GELDANAMYCIN,A2058,12.5474768449,3
LAPATINIB,MK-4827,A2058,17.424604928599997,1
LAPATINIB,MK-8776,A2058,22.634552405700003,3
LAPATINIB,SN-38,A2058,22.2032431557,3
LAPATINIB,SORAFENIB,A2058,18.2991878509,1
LAPATINIB,TOPOTECAN,A2058,22.0435075766,2
METFORMIN,ABT-888,A2058,8.236009194,2
METFORMIN,AZD1775,A2058,8.488617477,4
METFORMIN,BEZ-235,A2058,28.1688860793,4
METFORMIN,DASATINIB,A2058,17.0314701547,3
METFORMIN,DINACICLIB,A2058,2.4158587026,0
METFORMIN,ERLOTINIB,A2058,4.9388424973000005,4
METFORMIN,GELDANAMYCIN,A2058,3.1267915116000005,4
METFORMIN,L778123,A2058,8.3082311475,0
METFORMIN,LAPATINIB,A2058,10.7432868809,0
METFORMIN,MK-2206,A2058,12.7566739645,1
METFORMIN,MK-4827,A2058,10.7040637514,1
METFORMIN,MK-5108,A2058,2.6047924437,0
METFORMIN,MK-8669,A2058,26.631513470500003,2
METFORMIN,MK-8776,A2058,0.133987742,0
METFORMIN,PD325901,A2058,26.4094775982,4
METFORMIN,SORAFENIB,A2058,16.7756024511,2
METFORMIN,SUNITINIB,A2058,7.3881584045,3
METFORMIN,TEMOZOLOMIDE,A2058,0.8660648306000001,1
METFORMIN,ZOLINZA,A2058,6.478402999299999,2
MITOMYCINE,ABT-888,A2058,5.7542012538,2
MITOMYCINE,AZD1775,A2058,12.667356881400002,4
MITOMYCINE,BEZ-235,A2058,12.246506683900002,2
MITOMYCINE,BORTEZOMIB,A2058,1.1356064078,3
MITOMYCINE,DASATINIB,A2058,17.7293331286,0
MITOMYCINE,DINACICLIB,A2058,0.2483327551,0
MITOMYCINE,GELDANAMYCIN,A2058,20.3740655263,3
MITOMYCINE,LAPATINIB,A2058,23.3750507515,3
MITOMYCINE,MK-2206,A2058,3.0733138148,1
MITOMYCINE,MK-4827,A2058,0.9083497833,4
MITOMYCINE,MK-5108,A2058,0.2622161137,1
MITOMYCINE,TEMOZOLOMIDE,A2058,1.2389509791,4
MITOMYCINE,ZOLINZA,A2058,15.5271449964,4
MK-2206,ABT-888,A2058,17.2646060268,2
MK-2206,DINACICLIB,A2058,9.9732875067,1
MK-2206,ERLOTINIB,A2058,21.79260474125,3
MK-2206,GELDANAMYCIN,A2058,18.7923821606,2
MK-2206,MK-8776,A2058,20.1084309197,2
MK-2206,SN-38,A2058,17.1730240469,4
MK-2206,SORAFENIB,A2058,15.7666393124,4
MK-2206,TOPOTECAN,A2058,9.8021510298,0
MK-4541,5-FU,A2058,2.4828575825,2
MK-4541,ABT-888,A2058,5.85721376,4
MK-4541,AZD1775,A2058,10.807659392,4
MK-4541,BEZ-235,A2058,12.1023178363,3
MK-4541,BORTEZOMIB,A2058,2.197570357,2
MK-4541,CARBOPLATIN,A2058,1.2919209587,3
MK-4541,CYCLOPHOSPHAMIDE,A2058,0.8648896578,1
MK-4541,DASATINIB,A2058,26.322523939,3
MK-4541,DINACICLIB,A2058,1.46369972,2
MK-4541,DOXORUBICIN,A2058,1.0098693239,1
MK-4541,ERLOTINIB,A2058,4.6921310376,4
MK-4541,ETOPOSIDE,A2058,4.5633320494,1
MK-4541,GEMCITABINE,A2058,2.1154547064,3
MK-4541,L778123,A2058,1.7548423996,0
MK-4541,LAPATINIB,A2058,4.7127554993,1
MK-4541,METFORMIN,A2058,4.3729493106,3
MK-4541,MITOMYCINE,A2058,7.8426856837,2
MK-4541,MK-2206,A2058,7.152745613,3
MK-4541,MK-4827,A2058,8.0662025389,2
MK-4541,MK-5108,A2058,2.8899000442,3
MK-4541,MK-8669,A2058,21.6416924067,2
MK-4541,MK-8776,A2058,1.6744502645,4
MK-4541,MRK-003,A2058,1.3248237559,2
MK-4541,PD325901,A2058,3.2932204523000004,1
MK-4541,SN-38,A2058,13.1396285625,2
MK-4541,SORAFENIB,A2058,10.2315901869,0
MK-4541,SUNITINIB,A2058,9.0249743652,0
MK-4541,TEMOZOLOMIDE,A2058,3.3124111723,0
MK-4541,TOPOTECAN,A2058,4.9093753351,1
MK-4827,BEZ-235,A2058,0.5731306047,3
MK-4827,BORTEZOMIB,A2058,1.361695813,0
MK-4827,DASATINIB,A2058,15.1210535378,4
MK-4827,ERLOTINIB,A2058,13.739879124100002,0
MK-4827,MK-8669,A2058,10.3410755451,3
MK-4827,OXALIPLATIN,A2058,17.4993954527,1
MK-4827,PD325901,A2058,6.3581841416,0
MK-4827,SN-38,A2058,20.63773682695,4
MK-5108,ABT-888,A2058,14.4110973025,0
MK-5108,BEZ-235,A2058,10.9771609247,4
MK-5108,MK-2206,A2058,2.1837131891,3
MK-5108,MK-4827,A2058,29.7188981207,1
MK-5108,MK-8669,A2058,17.8854604204,3
MK-5108,TOPOTECAN,A2058,13.6295076152,3
MK-8669,DINACICLIB,A2058,14.964845325,4
MK-8669,GELDANAMYCIN,A2058,20.585916368,4
MK-8669,OXALIPLATIN,A2058,3.3669853062,2
MK-8669,SN-38,A2058,13.356832591,3
MK-8669,SORAFENIB,A2058,16.3623864142,4
MRK-003,5-FU,A2058,12.5716044023,0
MRK-003,ABT-888,A2058,10.2687707963,3
MRK-003,AZD1775,A2058,10.209524082,3
MRK-003,BEZ-235,A2058,21.5650755752,0
MRK-003,BORTEZOMIB,A2058,7.7330504712,0
MRK-003,CARBOPLATIN,A2058,3.2486127773,3
MRK-003,ERLOTINIB,A2058,4.3397135858,2
MRK-003,GELDANAMYCIN,A2058,2.3548346699,4
MRK-003,GEMCITABINE,A2058,2.6321911036000003,1
MRK-003,L778123,A2058,10.6456664122,1
MRK-003,LAPATINIB,A2058,22.33190784615,1
MRK-003,METFORMIN,A2058,9.7117700605,2
MRK-003,MK-2206,A2058,18.1673798167,2
MRK-003,MK-4827,A2058,28.4985259229,4
MRK-003,MK-8669,A2058,23.5264422686,2
MRK-003,MK-8776,A2058,8.7823928749,0
MRK-003,OXALIPLATIN,A2058,0.903598054,3
MRK-003,PACLITAXEL,A2058,10.8476036262,1
MRK-003,PD325901,A2058,16.7538223145,1
MRK-003,SN-38,A2058,9.6015834414,3
MRK-003,SORAFENIB,A2058,14.1511379701,3
MRK-003,SUNITINIB,A2058,16.21105833455,4
MRK-003,TEMOZOLOMIDE,A2058,18.4383142211,1
MRK-003,TOPOTECAN,A2058,26.4779604506,3
MRK-003,VINORELBINE,A2058,3.4286605035,2
OXALIPLATIN,MK-8776,A2058,18.8156036485,2
PACLITAXEL,DASATINIB,A2058,28.7258616197,2
PACLITAXEL,L778123,A2058,17.679737390899998,1
PACLITAXEL,MK-2206,A2058,6.295023780499999,2
PACLITAXEL,MK-5108,A2058,23.7017334189,2
PACLITAXEL,MK-8669,A2058,10.9895380957,3
PACLITAXEL,MK-8776,A2058,10.0607489979,4
PACLITAXEL,PD325901,A2058,1.72489134,1
PD325901,ABT-888,A2058,3.7561185539,2
PD325901,BORTEZOMIB,A2058,6.896642195599999,3
PD325901,MK-8776,A2058,26.9700035439,0
PD325901,OXALIPLATIN,A2058,4.638170083,3
PD325901,TOPOTECAN,A2058,16.083000828299998,1
SN-38,MK-8776,A2058,24.3993434474,0
SORAFENIB,MK-8776,A2058,9.9813495803,1
SUNITINIB,ABT-888,A2058,11.5575850657,0
SUNITINIB,BEZ-235,A2058,24.6600221722,1
SUNITINIB,DINACICLIB,A2058,5.6552829372,0
SUNITINIB,ERLOTINIB,A2058,14.1014713788,0
SUNITINIB,GELDANAMYCIN,A2058,7.8956441196,0
SUNITINIB,MK-8776,A2058,26.4225380218,4
SUNITINIB,PD325901,A2058,16.7669354147,0
SUNITINIB,TEMOZOLOMIDE,A2058,3.0209211841,1
TEMOZOLOMIDE,BEZ-235,A2058,19.6709589307,1
TEMOZOLOMIDE,BORTEZOMIB,A2058,13.5453062371,4
TEMOZOLOMIDE,DINACICLIB,A2058,8.238832538099999,3
TEMOZOLOMIDE,ERLOTINIB,A2058,23.1691917075,4
TEMOZOLOMIDE,LAPATINIB,A2058,20.264529555,3
TEMOZOLOMIDE,MK-2206,A2058,14.2552631078,0
TEMOZOLOMIDE,MK-8669,A2058,19.9498250051,0
TEMOZOLOMIDE,SN-38,A2058,8.482931463,0
TEMOZOLOMIDE,TOPOTECAN,A2058,10.1833105175,2
TOPOTECAN,BEZ-235,A2058,5.400582103600001,1
VINBLASTINE,AZD1775,A2058,6.7919350747000005,3
VINBLASTINE,BEZ-235,A2058,15.8366268093,3
VINBLASTINE,LAPATINIB,A2058,28.7220464083,1
VINBLASTINE,MK-2206,A2058,2.4971286772,0
VINBLASTINE,MK-5108,A2058,23.6953725216,2
VINBLASTINE,MK-8776,A2058,13.5495395557,4
VINBLASTINE,PD325901,A2058,14.1881072772,4
VINBLASTINE,SORAFENIB,A2058,25.434491904,4
VINBLASTINE,SUNITINIB,A2058,1.691645593,2
VINORELBINE,BEZ-235,A2058,2.7299838694,4
VINORELBINE,DASATINIB,A2058,0.8444209892,3
ZOLINZA,ABT-888,A2058,13.8382607756,1
ZOLINZA,BEZ-235,A2058,22.4282715644,2
ZOLINZA,BORTEZOMIB,A2058,7.8300618308,2
ZOLINZA,ERLOTINIB,A2058,2.5500774099,2
ZOLINZA,MK-2206,A2058,11.176005836,3
ZOLINZA,MK-4827,A2058,0.1676616434999999,4
ZOLINZA,MK-8669,A2058,27.5955560156,1
ZOLINZA,TEMOZOLOMIDE,A2058,24.5398278072,3
ZOLINZA,TOPOTECAN,A2058,0.7886681487999999,0
5-FU,BORTEZOMIB,A2058,-5.2398784479,4
5-FU,ZOLINZA,A2058,-5.508119589400001,1
ABT-888,TOPOTECAN,A2058,-1.1875311978,0
AZD1775,DINACICLIB,A2058,-12.3658597754,2
AZD1775,MK-5108,A2058,-9.504263856,3
AZD1775,OXALIPLATIN,A2058,-0.3924191221,4
AZD1775,SORAFENIB,A2058,-7.5305896353,2
BORTEZOMIB,DINACICLIB,A2058,-20.0646922996,0
BORTEZOMIB,GELDANAMYCIN,A2058,-12.3447524076,0
BORTEZOMIB,MK-8669,A2058,-6.295088842999999,4
BORTEZOMIB,TOPOTECAN,A2058,-12.1881843756,1
CARBOPLATIN,BEZ-235,A2058,-6.0745276072,0
CARBOPLATIN,BORTEZOMIB,A2058,-15.8134978266,0
CARBOPLATIN,DINACICLIB,A2058,-19.9574716164,4
CARBOPLATIN,ERLOTINIB,A2058,-7.666082701100001,3
CARBOPLATIN,LAPATINIB,A2058,-5.2848856154,3
CARBOPLATIN,MK-5108,A2058,-20.013842133,2
CARBOPLATIN,PD325901,A2058,-31.646250205500003,0
CARBOPLATIN,SORAFENIB,A2058,-33.2718055213,2
CARBOPLATIN,SUNITINIB,A2058,-8.8203031579,1
CARBOPLATIN,TEMOZOLOMIDE,A2058,-14.5629872909,1
CARBOPLATIN,ZOLINZA,A2058,-23.2939979817,0
CYCLOPHOSPHAMIDE,ERLOTINIB,A2058,-2.4771009265,1
CYCLOPHOSPHAMIDE,LAPATINIB,A2058,-2.7797634582,2
CYCLOPHOSPHAMIDE,PD325901,A2058,-1.8430109412,0
DASATINIB,GELDANAMYCIN,A2058,-6.1123817221,4
DEXAMETHASONE,ABT-888,A2058,-14.702384611,1
DEXAMETHASONE,AZD1775,A2058,-6.0379847151,0
DEXAMETHASONE,BORTEZOMIB,A2058,-1.8765546423,4
DEXAMETHASONE,DASATINIB,A2058,-0.1787357598,0
DEXAMETHASONE,DINACICLIB,A2058,-11.4082575223,1
DEXAMETHASONE,ERLOTINIB,A2058,-18.8279417049,4
DEXAMETHASONE,GELDANAMYCIN,A2058,-0.4018303213,1
DEXAMETHASONE,L778123,A2058,-5.0183519054,3
DEXAMETHASONE,LAPATINIB,A2058,-16.237082531800002,3
DEXAMETHASONE,MK-2206,A2058,-0.5481215019,3
DEXAMETHASONE,MK-4827,A2058,-17.630914321600002,3
DEXAMETHASONE,MK-5108,A2058,-9.8334660478,4
DEXAMETHASONE,MK-8776,A2058,-6.365586469099999,2
DEXAMETHASONE,TEMOZOLOMIDE,A2058,-31.4551128567,3
DEXAMETHASONE,ZOLINZA,A2058,-12.4407141801,2
DOXORUBICIN,ABT-888,A2058,-7.8502589898,2
DOXORUBICIN,BORTEZOMIB,A2058,-6.7107859624,1
DOXORUBICIN,DINACICLIB,A2058,-3.0113840238,0
DOXORUBICIN,MK-4827,A2058,-12.5430883587,2
DOXORUBICIN,MK-5108,A2058,-6.2110304888,0
DOXORUBICIN,MK-8669,A2058,-10.4902325429,1
DOXORUBICIN,SORAFENIB,A2058,-4.8625902988,1
DOXORUBICIN,SUNITINIB,A2058,-3.1660455861,3
DOXORUBICIN,TEMOZOLOMIDE,A2058,-8.5362249426,3
ERLOTINIB,BORTEZOMIB,A2058,-1.0290095733,2
ERLOTINIB,OXALIPLATIN,A2058,-14.4481460473,3
ERLOTINIB,SORAFENIB,A2058,-1.6565454253,4
ETOPOSIDE,BORTEZOMIB,A2058,-6.6714341451,0
ETOPOSIDE,DINACICLIB,A2058,-6.5434303497,4
ETOPOSIDE,LAPATINIB,A2058,-0.8609223723,4
ETOPOSIDE,MK-4827,A2058,-1.3765989569,2
ETOPOSIDE,MK-5108,A2058,-0.7154277823999999,1
ETOPOSIDE,MK-8669,A2058,-4.1015614091,4
ETOPOSIDE,SORAFENIB,A2058,-12.1550362495,1
ETOPOSIDE,SUNITINIB,A2058,-6.9721696863,3
GEMCITABINE,ABT-888,A2058,-0.5367336044,2
GEMCITABINE,BORTEZOMIB,A2058,-3.1185354264,1
GEMCITABINE,DINACICLIB,A2058,-1.9476444593,0
GEMCITABINE,LAPATINIB,A2058,-0.1023817456,0
GEMCITABINE,MK-4827,A2058,-3.7686043288,3
GEMCITABINE,SORAFENIB,A2058,-15.0148790625,1
GEMCITABINE,SUNITINIB,A2058,-2.4779876431,1
LAPATINIB,ERLOTINIB,A2058,-1.7745489064,1
LAPATINIB,MK-5108,A2058,-0.5941800601,1
LAPATINIB,OXALIPLATIN,A2058,-0.9222425961,3
METFORMIN,BORTEZOMIB,A2058,-20.4669230884,2
METHOTREXATE,ABT-888,A2058,-20.9261154411,2
METHOTREXATE,AZD1775,A2058,-15.7931996972,4
METHOTREXATE,BEZ-235,A2058,-38.0121296961,2
METHOTREXATE,BORTEZOMIB,A2058,-28.0330924798,0
METHOTREXATE,DASATINIB,A2058,-9.8923728634,3
METHOTREXATE,DINACICLIB,A2058,-13.7468173916,3
METHOTREXATE,ERLOTINIB,A2058,-7.975537017000001,3
METHOTREXATE,GELDANAMYCIN,A2058,-44.185155928,4
METHOTREXATE,L778123,A2058,-13.8477118071,2
METHOTREXATE,LAPATINIB,A2058,-15.231828394,2
METHOTREXATE,MK-2206,A2058,-11.8900874783,3
METHOTREXATE,MK-4827,A2058,-25.7708309529,4
METHOTREXATE,MK-5108,A2058,-22.6451305694,0
METHOTREXATE,MK-8669,A2058,-21.6690657253,2
METHOTREXATE,MK-8776,A2058,-10.8245937728,4
METHOTREXATE,PD325901,A2058,-19.3802787068,4
METHOTREXATE,SORAFENIB,A2058,-10.3285896176,1
METHOTREXATE,SUNITINIB,A2058,-14.3565107625,2
METHOTREXATE,TEMOZOLOMIDE,A2058,-41.2273250342,0
METHOTREXATE,ZOLINZA,A2058,-33.7833756444,4
MITOMYCINE,ERLOTINIB,A2058,-78.5288674034,4
MITOMYCINE,L778123,A2058,-11.5244416217,4
MITOMYCINE,MK-8669,A2058,-8.001586225399999,2
MITOMYCINE,SORAFENIB,A2058,-69.3542550448,2
MITOMYCINE,SUNITINIB,A2058,-0.3326976913,3
MK-2206,BORTEZOMIB,A2058,-0.3858569755,2
MK-2206,OXALIPLATIN,A2058,-9.9869709824,4
